,Unnamed: 0,xmin,ymin,xmax,ymax,confidence,raw_x,raw_y,x,y,d,r,g,b
0,0,348.75,104.6875,406.75,142.25,0.86328125,377.75,123.46875,261.4044304220085,252.724365234375,171,114,118,126
1,1,352.0,105.375,407.5,143.625,0.8515625,379.75,124.5,262.1472633992165,253.44140625,167,110,118,124
2,2,354.5,106.375,408.5,143.375,0.8359375,381.5,124.875,262.7972422542735,253.7021484375,168,113,119,122
3,3,356.5,107.3125,408.0,142.625,0.83251953125,382.25,124.96875,263.0758046207265,253.767333984375,168,114,121,129
4,4,356.0,107.0625,407.0,142.75,0.8427734375,381.5,124.90625,262.7972422542735,253.723876953125,168,117,121,127
5,5,356.5,106.625,407.5,143.125,0.845703125,382.0,124.875,262.98295049857546,253.7021484375,169,115,118,129
6,6,357.0,107.125,407.5,144.875,0.8369140625,382.25,126.0,263.0758046207265,254.484375,169,116,120,127
7,7,359.25,107.375,406.25,145.625,0.8037109375,382.75,126.5,263.26151286502846,254.83203125,168,120,122,128
8,8,365.0,110.125,403.5,144.625,0.73486328125,384.25,127.375,263.81863759793447,255.4404296875,169,109,119,124
9,9,368.25,110.625,404.75,146.625,0.775390625,386.5,128.625,264.6543246972935,256.3095703125,171,119,120,126
10,10,369.0,115.75,404.0,146.75,0.7666015625,386.5,131.25,264.6543246972935,258.134765625,169,110,118,125
11,11,367.75,119.5,401.25,147.5,0.771484375,384.5,133.5,263.91149172008545,259.69921875,169,106,109,115
12,12,368.25,119.875,402.25,149.125,0.849609375,385.25,134.5,264.19005408653845,260.39453125,171,114,119,130
13,13,367.5,121.3125,403.0,149.25,0.8642578125,385.25,135.28125,264.19005408653845,260.937744140625,170,112,120,127
14,14,367.0,123.0625,402.5,148.0,0.8212890625,384.75,135.53125,264.00434584223643,261.111572265625,170,111,118,126
15,15,364.5,124.4375,401.5,148.5,0.80419921875,383.0,136.46875,263.35436698717945,261.763427734375,167,99,105,115
16,16,361.5,124.6875,400.5,149.0,0.794921875,381.0,136.84375,262.6115340099715,262.024169921875,168,107,112,123
17,17,362.0,126.5625,401.0,150.0,0.763671875,381.5,138.28125,262.7972422542735,263.023681640625,168,106,113,119
18,18,354.75,122.4375,398.25,152.25,0.79931640625,376.5,137.34375,260.9401598112535,262.371826171875,168,113,117,127
19,19,355.25,123.25,398.25,153.0,0.7763671875,376.75,138.125,261.03301393340456,262.9150390625,168,106,111,124
20,20,355.25,123.9375,398.25,153.5,0.744140625,376.75,138.71875,261.03301393340456,263.327880859375,167,109,116,122
21,21,361.5,127.0,401.0,151.0,0.75048828125,381.25,139.0,262.7043881321225,263.5234375,168,104,105,115
22,22,362.0,127.625,401.5,150.875,0.68603515625,381.75,139.25,262.8900963764244,263.697265625,169,104,115,122
23,23,354.5,124.375,397.0,153.125,0.70703125,375.75,138.75,260.6615974448006,263.349609375,168,111,118,122
24,24,354.0,125.0,396.5,153.5,0.68701171875,375.25,139.25,260.4758892004985,263.697265625,169,111,122,125
25,25,352.75,124.8125,395.75,153.375,0.7060546875,374.25,139.09375,260.1044727118946,263.588623046875,170,107,118,124
26,26,353.0,125.0625,395.5,153.5,0.63720703125,374.25,139.28125,260.1044727118946,263.718994140625,169,108,116,126
27,27,352.75,125.375,395.75,153.625,0.626953125,374.25,139.5,260.1044727118946,263.87109375,169,105,118,122
28,28,351.25,124.6875,395.25,153.75,0.6533203125,373.25,139.21875,259.7330562232906,263.675537109375,166,108,121,125
29,29,350.25,123.875,396.25,154.375,0.65673828125,373.25,139.125,259.7330562232906,263.6103515625,168,105,119,123
30,30,351.5,124.4375,395.5,153.75,0.63330078125,373.5,139.09375,259.8259103454416,263.588623046875,169,107,121,123
31,31,357.0,127.75,395.0,150.75,0.56884765625,376.0,139.25,260.75445156695156,263.697265625,168,105,119,122
32,32,356.0,127.875,394.5,150.875,0.5634765625,375.25,139.375,260.4758892004985,263.7841796875,168,108,120,124
33,33,355.0,127.375,394.0,150.875,0.5322265625,374.5,139.125,260.19732683404555,263.6103515625,168,111,122,126
34,34,347.25,127.25,384.25,149.75,0.59228515625,365.75,138.5,256.9474325587607,263.17578125,173,79,115,101
35,35,345.75,127.25,386.25,151.0,0.68408203125,366.0,139.125,257.04028668091166,263.6103515625,170,95,121,114
36,36,343.25,126.25,384.75,150.5,0.65771484375,364.0,138.375,256.2974537037037,263.0888671875,170,72,110,91
37,37,342.25,127.6875,385.75,151.0,0.7529296875,364.0,139.34375,256.2974537037037,263.762451171875,169,78,109,97
38,38,341.5,126.875,386.0,150.875,0.7685546875,363.75,138.875,256.2045995815527,263.4365234375,170,72,110,90
39,39,341.5,126.625,385.0,150.875,0.78173828125,363.25,138.75,256.0188913372507,263.349609375,171,64,109,86
40,40,342.25,127.5,384.75,151.0,0.75048828125,363.5,139.25,256.1117454594017,263.697265625,171,47,103,61
41,41,341.75,126.25,385.25,150.75,0.73681640625,363.5,138.5,256.1117454594017,263.17578125,169,32,94,53
42,42,342.25,126.3125,384.75,150.75,0.7177734375,363.5,138.53125,256.1117454594017,263.197509765625,169,25,87,43
43,43,341.75,126.0625,384.75,150.25,0.673828125,363.25,138.15625,256.0188913372507,262.936767578125,170,54,110,73
44,44,340.5,125.1875,384.5,150.625,0.66845703125,362.5,137.90625,255.7403289707977,262.762939453125,170,50,105,70
45,45,339.25,124.125,384.25,150.625,0.66015625,361.75,137.375,255.46176660434472,262.3935546875,170,57,113,78
46,46,338.0,123.6875,385.0,150.75,0.626953125,361.5,137.21875,255.3689124821937,262.284912109375,170,51,112,78
47,47,337.5,123.4375,384.0,149.5,0.56689453125,360.75,136.46875,255.09035011574073,261.763427734375,174,26,110,52
48,48,337.5,122.875,385.5,150.125,0.693359375,361.5,136.5,255.3689124821937,261.78515625,174,33,114,61
49,49,336.75,122.6875,384.75,150.25,0.73779296875,360.75,136.46875,255.09035011574073,261.763427734375,173,29,117,63
50,50,335.5,122.3125,383.5,149.75,0.71875,359.5,136.03125,254.62607950498577,261.459228515625,174,32,108,60
51,51,335.0,122.125,383.0,149.375,0.76123046875,359.0,135.75,254.44037126068372,261.263671875,173,24,103,58
52,52,334.5,122.25,382.5,149.5,0.7470703125,358.5,135.875,254.25466301638176,261.3505859375,174,18,97,48
53,53,334.0,122.5625,383.0,150.0,0.74072265625,358.5,136.28125,254.25466301638176,261.633056640625,174,22,97,42
54,54,335.75,123.875,382.25,149.125,0.69140625,359.0,136.5,254.44037126068372,261.78515625,176,18,100,48
55,55,335.75,124.1875,381.75,149.625,0.7236328125,358.75,136.90625,254.34751713853274,262.067626953125,171,21,95,44
56,56,335.75,124.125,380.25,149.125,0.7060546875,358.0,136.625,254.06895477207976,261.8720703125,175,21,102,52
57,57,336.75,124.1875,382.25,148.75,0.73095703125,359.5,136.46875,254.62607950498577,261.763427734375,174,35,103,52
58,58,337.5,123.875,383.5,148.125,0.67138671875,360.5,136.0,254.99749599358975,261.4375,175,28,108,56
59,59,341.5,118.25,388.0,150.5,0.6005859375,364.75,134.375,256.57601607015664,260.3076171875,176,89,116,109
60,60,341.0,119.125,388.0,151.125,0.6279296875,364.5,135.125,256.4831619480057,260.8291015625,176,87,117,109
61,61,340.75,118.9375,387.75,150.75,0.60546875,364.25,134.84375,256.3903078258547,260.633544921875,176,85,115,108
62,62,342.0,118.875,390.0,151.125,0.63037109375,366.0,135.0,257.04028668091166,260.7421875,174,86,112,105
63,63,340.5,119.75,389.5,151.75,0.63134765625,365.0,135.75,256.6688701923077,261.263671875,173,47,99,81
64,64,344.0,120.125,391.0,151.125,0.56298828125,367.5,135.625,257.5974114138176,261.1767578125,171,58,105,79
65,65,343.0,120.4375,389.5,151.0,0.485595703125,366.25,135.71875,257.13314080306264,261.241943359375,171,62,106,86
66,66,343.25,119.875,389.75,150.625,0.41943359375,366.5,135.25,257.2259949252136,260.916015625,172,96,117,118
67,67,341.25,119.3125,390.25,150.875,0.44287109375,365.75,135.09375,256.9474325587607,260.807373046875,176,103,119,120
68,68,337.5,124.25,380.0,147.75,0.432373046875,358.75,136.0,254.34751713853274,261.4375,175,60,111,82
69,69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
70,70,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
71,71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
72,72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
73,73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
74,74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
75,75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
76,76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
77,77,343.25,119.1875,389.75,145.25,0.409912109375,366.5,132.21875,257.2259949252136,258.808349609375,177,114,112,124
78,78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
79,79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
80,80,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
81,81,342.75,115.4375,389.25,143.75,0.484375,366.0,129.59375,257.04028668091166,256.983154296875,178,110,116,127
82,82,340.5,114.875,389.0,143.625,0.448974609375,364.75,129.25,256.57601607015664,256.744140625,181,119,118,128
83,83,338.5,113.1875,388.5,142.0,0.447265625,363.5,127.59375,256.1117454594017,255.592529296875,190,113,120,128
84,84,337.0,113.8125,386.5,143.0,0.45703125,361.75,128.40625,255.46176660434472,256.157470703125,182,111,117,125
85,85,338.0,113.875,386.0,142.375,0.46484375,362.0,128.125,255.5546207264957,255.9619140625,186,116,117,124
86,86,339.25,115.25,385.75,143.25,0.494140625,362.5,129.25,255.7403289707977,256.744140625,185,115,120,128
87,87,341.75,118.0625,386.75,145.125,0.505859375,364.25,131.59375,256.3903078258547,258.373779296875,180,114,117,125
88,88,341.25,120.875,384.75,146.375,0.51953125,363.0,133.625,255.92603721509968,259.7861328125,181,115,115,128
89,89,341.5,121.5625,384.5,147.375,0.55224609375,363.0,134.46875,255.92603721509968,260.372802734375,177,114,121,128
90,90,339.0,122.5,383.0,148.5,0.51611328125,361.0,135.5,255.18320423789172,261.08984375,174,112,120,128
91,91,336.5,121.75,384.0,149.25,0.55029296875,360.25,135.5,254.90464187143874,261.08984375,174,110,118,124
92,92,334.75,122.5625,383.25,149.875,0.654296875,359.0,136.21875,254.44037126068372,261.589599609375,174,113,121,127
93,93,335.0,122.375,384.5,150.875,0.7255859375,359.75,136.625,254.71893362713672,261.8720703125,174,114,120,123
94,94,335.0,123.6875,383.5,151.0,0.73291015625,359.25,137.34375,254.53322538283473,262.371826171875,173,112,119,120
95,95,337.0,124.1875,383.0,150.375,0.74169921875,360.0,137.28125,254.8117877492877,262.328369140625,172,115,121,124
96,96,338.0,124.0,384.0,150.25,0.75048828125,361.0,137.125,255.18320423789172,262.2197265625,171,114,123,129
97,97,338.5,123.375,384.5,149.875,0.755859375,361.5,136.625,255.3689124821937,261.8720703125,175,112,118,125
98,98,341.75,119.9375,382.75,149.0,0.740234375,362.25,134.46875,255.64747484864668,260.372802734375,176,114,122,128
99,99,344.25,120.1875,383.75,148.625,0.72314453125,364.0,134.40625,256.2974537037037,260.329345703125,176,114,117,128
100,100,346.0,120.625,385.5,149.125,0.75048828125,365.75,134.875,256.9474325587607,260.6552734375,175,114,116,126
101,101,346.25,120.25,385.25,149.75,0.7646484375,365.75,135.0,256.9474325587607,260.7421875,176,118,117,127
102,102,344.5,120.3125,383.5,150.5,0.7958984375,364.0,135.40625,256.2974537037037,261.024658203125,173,110,115,126
103,103,345.25,120.5625,383.75,151.0,0.80126953125,364.5,135.78125,256.4831619480057,261.285400390625,173,117,118,128
104,104,345.0,119.875,385.0,150.875,0.818359375,365.0,135.375,256.6688701923077,261.0029296875,173,120,119,129
105,105,346.0,120.5,385.0,151.0,0.791015625,365.5,135.75,256.85457843660964,261.263671875,174,118,119,129
106,106,347.0,121.0,385.5,151.25,0.76318359375,366.25,136.125,257.13314080306264,261.5244140625,172,116,115,125
107,107,348.0,121.625,385.0,151.375,0.68994140625,366.5,136.5,257.2259949252136,261.78515625,171,116,117,127
108,108,348.0,121.0,386.5,151.5,0.67138671875,367.25,136.25,257.50455729166663,261.611328125,172,113,114,124
109,109,348.75,120.875,386.75,151.125,0.67431640625,367.75,136.0,257.69026553596865,261.4375,171,119,118,128
110,110,351.25,126.75,394.25,148.5,0.60205078125,372.75,137.625,259.54734797898857,262.5673828125,169,111,118,126
111,111,347.5,120.625,385.5,150.625,0.5966796875,366.5,135.625,257.2259949252136,261.1767578125,171,116,117,127
