,Unnamed: 0,xmin,ymin,xmax,ymax,confidence,raw_x,raw_y,x,y,d,r,g,b
0,0,43.9375,116.1875,95.5625,154.25,0.796875,69.75,135.21875,147.00815193198005,260.894287109375,253,164,167,175
1,1,42.34375,116.375,94.375,154.625,0.7861328125,68.359375,135.5,146.49165087751513,261.08984375,229,168,168,175
2,2,42.0,116.8125,93.25,154.625,0.7705078125,67.625,135.71875,146.2188918936966,261.241943359375,240,164,165,172
3,3,42.0,117.6875,94.25,151.875,0.74365234375,68.125,134.78125,146.40460013799859,260.590087890625,254,169,170,177
4,4,42.6875,117.625,94.4375,151.375,0.71484375,68.5625,134.5,146.56709485176282,260.39453125,241,166,165,175
5,5,42.625,117.4375,94.875,151.5,0.73828125,68.75,134.46875,146.63673544337607,260.372802734375,241,168,169,176
6,6,42.3125,116.875,93.3125,154.625,0.76171875,67.8125,135.75,146.28853248530982,261.263671875,243,166,166,173
7,7,41.25,117.375,94.5,152.125,0.7734375,67.875,134.75,146.31174601584755,260.568359375,244,169,169,176
8,8,41.375,117.5625,94.625,152.0,0.75244140625,68.0,134.78125,146.35817307692307,260.590087890625,252,167,166,176
9,9,41.25,117.5625,94.25,152.125,0.7763671875,67.75,134.84375,146.26531895477206,260.633544921875,255,165,166,173
10,10,39.84375,117.3125,94.25,152.5,0.7744140625,67.046875,134.90625,146.00416673622237,260.677001953125,242,167,168,175
11,11,39.9375,117.75,93.1875,152.5,0.78564453125,66.5625,135.125,145.82426187455485,260.8291015625,229,170,168,178
12,12,40.875,117.875,93.375,152.375,0.78076171875,67.125,135.125,146.03318364939457,260.8291015625,223,167,167,174
13,13,41.09375,118.3125,92.875,152.75,0.78759765625,66.984375,135.53125,145.98095320568464,261.111572265625,231,167,167,174
14,14,40.125,118.4375,92.0,152.5,0.78173828125,66.0625,135.46875,145.63855363025283,261.068115234375,236,170,170,177
15,15,39.96875,118.3125,92.0,152.875,0.7978515625,65.984375,135.59375,145.60953671708066,261.155029296875,11,172,172,179
16,16,39.8125,118.4375,91.8125,152.75,0.78662109375,65.8125,135.59375,145.54569950810185,261.155029296875,231,167,167,174
17,17,39.0,118.75,91.625,152.75,0.7744140625,65.3125,135.75,145.35999126379986,261.263671875,237,167,167,174
18,18,38.0625,118.8125,91.6875,152.75,0.7587890625,64.875,135.78125,145.19749655003562,261.285400390625,237,166,167,174
19,19,37.4375,118.75,90.3125,152.25,0.75732421875,63.875,135.5,144.8260800614316,261.08984375,229,167,167,174
20,20,36.8125,118.8125,89.0,151.875,0.740234375,62.90625,135.34375,144.4662703380965,260.981201171875,228,168,169,175
21,21,36.0,118.5625,89.0,152.5,0.75732421875,62.5,135.53125,144.31538238960113,261.111572265625,230,167,166,176
